center_2018_04_03_20_35_02_975.jpg,left_2018_04_03_20_35_02_975.jpg,right_2018_04_03_20_35_02_975.jpg,0.0,1.0,0.0,25.38071
center_2018_04_03_20_35_03_049.jpg,left_2018_04_03_20_35_03_049.jpg,right_2018_04_03_20_35_03_049.jpg,0.0,1.0,0.0,26.1441
center_2018_04_03_20_35_03_116.jpg,left_2018_04_03_20_35_03_116.jpg,right_2018_04_03_20_35_03_116.jpg,0.0,1.0,0.0,26.712509999999998
center_2018_04_03_20_35_03_186.jpg,left_2018_04_03_20_35_03_186.jpg,right_2018_04_03_20_35_03_186.jpg,0.0,1.0,0.0,27.464959999999998
center_2018_04_03_20_35_03_262.jpg,left_2018_04_03_20_35_03_262.jpg,right_2018_04_03_20_35_03_262.jpg,0.0,1.0,0.0,28.21138
center_2018_04_03_20_35_03_331.jpg,left_2018_04_03_20_35_03_331.jpg,right_2018_04_03_20_35_03_331.jpg,0.0,1.0,0.0,28.76721
center_2018_04_03_20_35_03_404.jpg,left_2018_04_03_20_35_03_404.jpg,right_2018_04_03_20_35_03_404.jpg,0.0,1.0,0.0,29.50315
center_2018_04_03_20_35_03_471.jpg,left_2018_04_03_20_35_03_471.jpg,right_2018_04_03_20_35_03_471.jpg,-0.05,1.0,0.0,30.050620000000002
center_2018_04_03_20_35_03_542.jpg,left_2018_04_03_20_35_03_542.jpg,right_2018_04_03_20_35_03_542.jpg,-0.25,1.0,0.0,30.17493
center_2018_04_03_20_35_03_614.jpg,left_2018_04_03_20_35_03_614.jpg,right_2018_04_03_20_35_03_614.jpg,-0.42109830000000004,1.0,0.0,30.15377
center_2018_04_03_20_35_03_682.jpg,left_2018_04_03_20_35_03_682.jpg,right_2018_04_03_20_35_03_682.jpg,-0.1820576,1.0,0.0,30.190920000000002
center_2018_04_03_20_35_03_754.jpg,left_2018_04_03_20_35_03_754.jpg,right_2018_04_03_20_35_03_754.jpg,0.0,1.0,0.0,30.18747
center_2018_04_03_20_35_03_824.jpg,left_2018_04_03_20_35_03_824.jpg,right_2018_04_03_20_35_03_824.jpg,0.0,1.0,0.0,30.18957
center_2018_04_03_20_35_03_897.jpg,left_2018_04_03_20_35_03_897.jpg,right_2018_04_03_20_35_03_897.jpg,0.0,1.0,0.0,30.19009
center_2018_04_03_20_35_03_969.jpg,left_2018_04_03_20_35_03_969.jpg,right_2018_04_03_20_35_03_969.jpg,-0.15,1.0,0.0,30.186090000000004
center_2018_04_03_20_35_04_036.jpg,left_2018_04_03_20_35_04_036.jpg,right_2018_04_03_20_35_04_036.jpg,-0.11860799999999999,1.0,0.0,30.188959999999998
center_2018_04_03_20_35_04_107.jpg,left_2018_04_03_20_35_04_107.jpg,right_2018_04_03_20_35_04_107.jpg,0.0,1.0,0.0,30.190040000000003
center_2018_04_03_20_35_04_179.jpg,left_2018_04_03_20_35_04_179.jpg,right_2018_04_03_20_35_04_179.jpg,0.0,1.0,0.0,30.1902
center_2018_04_03_20_35_04_247.jpg,left_2018_04_03_20_35_04_247.jpg,right_2018_04_03_20_35_04_247.jpg,0.0,1.0,0.0,30.19029
center_2018_04_03_20_35_04_317.jpg,left_2018_04_03_20_35_04_317.jpg,right_2018_04_03_20_35_04_317.jpg,0.0,1.0,0.0,30.1903
center_2018_04_03_20_35_04_390.jpg,left_2018_04_03_20_35_04_390.jpg,right_2018_04_03_20_35_04_390.jpg,-0.05883694,1.0,0.0,30.18928
center_2018_04_03_20_35_04_458.jpg,left_2018_04_03_20_35_04_458.jpg,right_2018_04_03_20_35_04_458.jpg,0.0,1.0,0.0,30.190209999999997
center_2018_04_03_20_35_04_534.jpg,left_2018_04_03_20_35_04_534.jpg,right_2018_04_03_20_35_04_534.jpg,-0.05,1.0,0.0,30.189909999999998
center_2018_04_03_20_35_04_601.jpg,left_2018_04_03_20_35_04_601.jpg,right_2018_04_03_20_35_04_601.jpg,-0.1322701,1.0,0.0,30.18614
center_2018_04_03_20_35_04_675.jpg,left_2018_04_03_20_35_04_675.jpg,right_2018_04_03_20_35_04_675.jpg,0.0,1.0,0.0,30.189790000000002
center_2018_04_03_20_35_04_744.jpg,left_2018_04_03_20_35_04_744.jpg,right_2018_04_03_20_35_04_744.jpg,0.0,1.0,0.0,30.19022
center_2018_04_03_20_35_04_814.jpg,left_2018_04_03_20_35_04_814.jpg,right_2018_04_03_20_35_04_814.jpg,0.0,1.0,0.0,30.190279999999998
center_2018_04_03_20_35_04_885.jpg,left_2018_04_03_20_35_04_885.jpg,right_2018_04_03_20_35_04_885.jpg,-0.2,1.0,0.0,30.18068
center_2018_04_03_20_35_04_954.jpg,left_2018_04_03_20_35_04_954.jpg,right_2018_04_03_20_35_04_954.jpg,-0.08311915,1.0,0.0,30.190379999999998
center_2018_04_03_20_35_05_025.jpg,left_2018_04_03_20_35_05_025.jpg,right_2018_04_03_20_35_05_025.jpg,0.0,1.0,0.0,30.18996
center_2018_04_03_20_35_05_097.jpg,left_2018_04_03_20_35_05_097.jpg,right_2018_04_03_20_35_05_097.jpg,0.0,1.0,0.0,30.19035
center_2018_04_03_20_35_05_166.jpg,left_2018_04_03_20_35_05_166.jpg,right_2018_04_03_20_35_05_166.jpg,0.0,1.0,0.0,30.19029
center_2018_04_03_20_35_05_238.jpg,left_2018_04_03_20_35_05_238.jpg,right_2018_04_03_20_35_05_238.jpg,0.0,1.0,0.0,30.190309999999997
